category	name	shop_location	item_public_time	item_be_got_time	sell_time	shopee_verified	discount	is_adult	options	show_official_shop_label_in_title	rating_star	five_star	four_star	three_star	two_star	one_star	flash_sale	upcoming_flash_sale	price_min	price_min_before_discount	price_max	price_max_before_discount	price	price_before_discount	coin_earn_label	liked_count	view_count	cmt_count	is_preferred_plus_seller	show_free_shipping	images	video_info_list	historical_sold
Ao so mi	Áo Sơ Mi Nam Ngắn Tay Kẻ Ca Rô Thời Trang Nam Lịch Lãm BATINO	Hà Nội	1568190076	1609949438	41759362	False	None	False	20	True	4.826087	41	2	3	0	0	None	None	25800000000	-1	25800000000	-1	25800000000	0	None	28	56	46	False	True	8	0	102
Ao so mi	Sơ Mi Thời Trang Nam Họa Tiết Ô Vuông Cao Cấp - SM754	Hà Nội	1601810899	1609949438	8138539	False	41%	False	10	False	0.0	0	0	0	0	0	None	None	19588000000	33200000000	19588000000	33200000000	19588000000	33200000000	None	1	26	0	False	True	2	0	121
Ao so mi	Sơ Mi Thời Trang Nam Cao Cấp Họa Tiết Ngôi Sao - SM757	Hà Nội	1601787831	1609949438	8161607	False	41%	False	10	False	0.0	0	0	0	0	0	None	None	19700000000	33200000000	19700000000	33200000000	19700000000	33200000000	None	3	55	0	False	True	5	0	134
Ao so mi	Áo sơ mi nam hoa  dài tay [Thời Trang Nam] - SM75A	Hà Nội	1573809296	1609949438	36140142	True	None	False	2	False	4.828571	33	0	0	2	0	None	None	4900000000	-1	4900000000	-1	4900000000	0	None	9	27	35	True	True	7	1	62
Ao so mi	Áo Sơ Mi Nam Dài Tay Hàn Quốc form body, vải lụa Thái chống nhăn [Thời Trang Nam]	Bà Rịa - Vũng Tàu	1533055307	1609949438	76894131	False	None	False	45	False	4.7741940000000005	28	1	1	0	1	None	None	9900000000	-1	9900000000	-1	9900000000	0	None	5874	32	31	False	True	9	1	119
Ao so mi	Áo Sơ Mi Nam trắng tay ngắn Cotton lụa [Thời Trang Nam]	Hà Nội	1555573224	1609949438	54376214	True	None	False	24	False	4.885246	56	3	2	0	0	None	None	14500000000	-1	14500000000	-1	14500000000	0	None	1699	23	61	False	True	8	0	188
Ao so mi	[HOT]  Áo sơ mi nam cổ tàu Trăng dài tay dáng ôm hàng cao cấp [ thời trang nam] SMT	Hà Nội	1566641047	1609949438	43308391	False	None	False	10	False	4.84	23	1	0	1	0	None	None	15900000000	-1	15900000000	-1	15900000000	0	None	375	40	25	False	False	9	0	85
Ao so mi	Áo đũi nam, Áo nam, thời trang nam	Hà Nội	1501320960	1609949438	108628478	True	None	False	12	False	4.809524	21	0	0	0	1	None	None	13500000000	-1	13500000000	-1	13500000000	0	None	187	19	48	False	True	4	0	90
Ao so mi	Áo sơ mi nam xanh nhạt dài tay Hàn Quốc form body vải lụa Thái chống nhăn [thời trang nam] [VNXK]	Hà Nội	1585793610	1609949438	24155828	False	None	False	5	False	5.0	7	0	0	0	0	None	None	18000000000	-1	18000000000	-1	18000000000	0	None	345	21	7	False	False	8	0	124
Ao so mi	Áo sơ mi nam trắng [Vải lụa co giãn nhẹ] dài tay Hàn Quốc form body, vải lụa Thái chống nhăn [Thời Trang Nam] [VNXK]	Hà Nội	1585793578	1609949438	24155860	False	None	False	35	False	5.0	11	0	0	0	0	None	None	18000000000	-1	18000000000	-1	18000000000	0	None	343	34	11	False	False	9	0	227
Ao so mi	Áo sơ mi phối màu dài tay  TINI MAN SHOP-713, vải kate lụa nến. Áo thời trang nam	TP. Hồ Chí Minh	1602858986	1609949438	7090452	False	13%	False	4	False	5.0	5	0	0	0	0	None	None	27900000000	31900000000	27900000000	31900000000	27900000000	31900000000	None	65	71	5	False	False	5	0	541
Ao so mi	Sơ Mi Thời Trang Nam Cao Cấp Họa Tiết Ngôi Sao - SM757  - doremonoff	Hà Nội	1601911508	1609949438	8037930	False	None	False	10	False	0.0	0	0	0	0	0	None	None	33864000000	-1	33864000000	-1	33864000000	0	None	0	29	0	False	False	4	0	98
Ao so mi	Áo Sơ Mi Lụa Mát Thời Trang Nam Cao Cấp 2 Màu Họa Tiết Ngẫu Nhiên - SM759  - doremonoff	Hà Nội	1601911564	1609949438	8037874	False	None	False	10	False	0.0	0	0	0	0	0	None	None	36516000000	-1	36516000000	-1	36516000000	0	None	0	82	0	False	False	5	0	146
Ao so mi	Sơ Mi Thời Trang Nam Họa Tiết Ô Vuông Cao Cấp - SM754  - vippermark	Hà Nội	1601968201	1609949438	7981237	False	None	False	10	False	0.0	0	0	0	0	0	None	None	34800000000	-1	34800000000	-1	34800000000	0	None	0	36	0	False	False	2	0	102
Ao so mi	Áo Sơ Mi Thời Trang Nam Kẻ Trẻ Trung - SM750	Hà Nội	1601828034	1609949438	8121404	False	45%	False	5	False	0.0	0	0	0	0	0	None	None	18260000000	33200000000	18260000000	33200000000	18260000000	33200000000	None	0	50	0	False	True	1	0	111
Ao so mi	Áo Sơ Mi Thời Trang Nam Kẻ Trẻ Trung - SM750  - vippermark	Hà Nội	1601968170	1609949438	7981268	False	None	False	5	False	0.0	0	0	0	0	0	None	None	34800000000	-1	34800000000	-1	34800000000	0	None	0	34	0	False	False	1	0	99
Ao so mi	Áo Sơ Mi Nam Thời Trang Nam Cao Cấp Họa Tiết 2 Màu - SM507  - doremonoff	Hà Nội	1601911503	1609949438	8037935	False	None	False	10	False	0.0	0	0	0	0	0	None	None	33864000000	-1	33864000000	-1	33864000000	0	None	1	39	0	False	False	4	0	101
Ao so mi	Áo sơ mi lông thu đông chất liệu lót lông áo khoác sơ mi thời trang nam	Quảng Ninh	1608318713	1609949438	1630725	False	None	False	42	False	0.0	0	0	0	0	0	None	None	16500000000	-1	16500000000	-1	16500000000	0	None	0	32	0	False	False	8	0	0
Ao so mi	Áo Sơ Mi Lụa Mát Thời Trang Nam Cao Cấp 2 Màu Họa Tiết Ngẫu Nhiên - SM759  - vippermark	Hà Nội	1601968162	1609949438	7981276	False	None	False	10	False	0.0	0	0	0	0	0	None	None	37600000000	-1	37600000000	-1	37600000000	0	None	0	35	0	False	False	5	0	99
